path,start_off,end_off,lfh_size,compressed_size,uncompressed_size,compression,archive,study,contrast,repetition,set
multicoil_train/2022061004_T202.h5,372344661,384579419,64,12234695,12234695,0,M4RawV1.5_multicoil_train.zip,2022061004,T2,02,multicoil_train
multicoil_train/2022061004_T203.h5,384579420,396810044,64,12230561,12230561,0,M4RawV1.5_multicoil_train.zip,2022061004,T2,03,multicoil_train
multicoil_train/2022061005_FLAIR01.h5,396810045,409351721,67,12541610,12541610,0,M4RawV1.5_multicoil_train.zip,2022061005,FLAIR,01,multicoil_train
multicoil_train/2022061005_FLAIR02.h5,409351722,421887398,67,12535610,12535610,0,M4RawV1.5_multicoil_train.zip,2022061005,FLAIR,02,multicoil_train
multicoil_train/2022061005_T101.h5,421887399,434499972,64,12612510,12612510,0,M4RawV1.5_multicoil_train.zip,2022061005,T1,01,multicoil_train
multicoil_train/2022061005_T102.h5,434499973,447111647,64,12611611,12611611,0,M4RawV1.5_multicoil_train.zip,2022061005,T1,02,multicoil_train
multicoil_train/2022061005_T103.h5,447111648,459715196,64,12603485,12603485,0,M4RawV1.5_multicoil_train.zip,2022061005,T1,03,multicoil_train
multicoil_train/2022061005_T201.h5,459715197,471919323,64,12204063,12204063,0,M4RawV1.5_multicoil_train.zip,2022061005,T2,01,multicoil_train
multicoil_train/2022061005_T202.h5,471919324,484126355,64,12206968,12206968,0,M4RawV1.5_multicoil_train.zip,2022061005,T2,02,multicoil_train
multicoil_train/2022061005_T203.h5,484126356,496332820,64,12206401,12206401,0,M4RawV1.5_multicoil_train.zip,2022061005,T2,03,multicoil_train
multicoil_train/2022061006_FLAIR01.h5,496332821,508278979,67,11946092,11946092,0,M4RawV1.5_multicoil_train.zip,2022061006,FLAIR,01,multicoil_train
multicoil_train/2022061006_FLAIR02.h5,508278980,520219494,67,11940448,11940448,0,M4RawV1.5_multicoil_train.zip,2022061006,FLAIR,02,multicoil_train
multicoil_train/2022061006_T101.h5,520219495,532094139,64,11874581,11874581,0,M4RawV1.5_multicoil_train.zip,2022061006,T1,01,multicoil_train
multicoil_train/2022061006_T102.h5,532094140,543970550,64,11876347,11876347,0,M4RawV1.5_multicoil_train.zip,2022061006,T1,02,multicoil_train
multicoil_train/2022061006_T103.h5,543970551,555847535,64,11876921,11876921,0,M4RawV1.5_multicoil_train.zip,2022061006,T1,03,multicoil_train
multicoil_train/2022061006_T201.h5,555847536,567616974,64,11769375,11769375,0,M4RawV1.5_multicoil_train.zip,2022061006,T2,01,multicoil_train
multicoil_train/2022061006_T202.h5,567616975,579384720,64,11767682,11767682,0,M4RawV1.5_multicoil_train.zip,2022061006,T2,02,multicoil_train
multicoil_train/2022061006_T203.h5,579384721,591154063,64,11769279,11769279,0,M4RawV1.5_multicoil_train.zip,2022061006,T2,03,multicoil_train
multicoil_train/2022061007_FLAIR01.h5,591154064,603158029,67,12003899,12003899,0,M4RawV1.5_multicoil_train.zip,2022061007,FLAIR,01,multicoil_train
multicoil_train/2022061007_FLAIR02.h5,603158030,615158701,67,12000605,12000605,0,M4RawV1.5_multicoil_train.zip,2022061007,FLAIR,02,multicoil_train
multicoil_train/2022061007_T101.h5,615158702,627127584,64,11968819,11968819,0,M4RawV1.5_multicoil_train.zip,2022061007,T1,01,multicoil_train
multicoil_train/2022061007_T102.h5,627127585,639096291,64,11968643,11968643,0,M4RawV1.5_multicoil_train.zip,2022061007,T1,02,multicoil_train
multicoil_train/2022061007_T103.h5,639096292,651064687,64,11968332,11968332,0,M4RawV1.5_multicoil_train.zip,2022061007,T1,03,multicoil_train
multicoil_train/2022061007_T201.h5,651064688,662868080,64,11803329,11803329,0,M4RawV1.5_multicoil_train.zip,2022061007,T2,01,multicoil_train
multicoil_train/2022061007_T202.h5,662868081,674673033,64,11804889,11804889,0,M4RawV1.5_multicoil_train.zip,2022061007,T2,02,multicoil_train
multicoil_train/2022061007_T203.h5,674673034,686481410,64,11808313,11808313,0,M4RawV1.5_multicoil_train.zip,2022061007,T2,03,multicoil_train
multicoil_train/2022061008_FLAIR01.h5,686481411,699085177,67,12603700,12603700,0,M4RawV1.5_multicoil_train.zip,2022061008,FLAIR,01,multicoil_train
multicoil_train/2022061008_FLAIR02.h5,699085178,711682538,67,12597294,12597294,0,M4RawV1.5_multicoil_train.zip,2022061008,FLAIR,02,multicoil_train
multicoil_train/2022061008_T101.h5,711682539,724357251,64,12674649,12674649,0,M4RawV1.5_multicoil_train.zip,2022061008,T1,01,multicoil_train
multicoil_train/2022061008_T102.h5,724357252,737028288,64,12670973,12670973,0,M4RawV1.5_multicoil_train.zip,2022061008,T1,02,multicoil_train
multicoil_train/2022061008_T103.h5,737028289,749701856,64,12673504,12673504,0,M4RawV1.5_multicoil_train.zip,2022061008,T1,03,multicoil_train
multicoil_train/2022061008_T201.h5,749701857,762022531,64,12320611,12320611,0,M4RawV1.5_multicoil_train.zip,2022061008,T2,01,multicoil_train
multicoil_train/2022061008_T202.h5,762022532,774342363,64,12319768,12319768,0,M4RawV1.5_multicoil_train.zip,2022061008,T2,02,multicoil_train
multicoil_train/2022061008_T203.h5,774342364,786663658,64,12321231,12321231,0,M4RawV1.5_multicoil_train.zip,2022061008,T2,03,multicoil_train
multicoil_train/2022061101_FLAIR01.h5,786663659,798931216,67,12267491,12267491,0,M4RawV1.5_multicoil_train.zip,2022061101,FLAIR,01,multicoil_train
multicoil_train/2022061101_FLAIR02.h5,798931217,811214128,67,12282845,12282845,0,M4RawV1.5_multicoil_train.zip,2022061101,FLAIR,02,multicoil_train
multicoil_train/2022061101_T101.h5,811214129,823509929,64,12295737,12295737,0,M4RawV1.5_multicoil_train.zip,2022061101,T1,01,multicoil_train
multicoil_train/2022061101_T102.h5,823509930,835784414,64,12274421,12274421,0,M4RawV1.5_multicoil_train.zip,2022061101,T1,02,multicoil_train
multicoil_train/2022061101_T103.h5,835784415,848058093,64,12273615,12273615,0,M4RawV1.5_multicoil_train.zip,2022061101,T1,03,multicoil_train
multicoil_train/2022061101_T201.h5,848058094,860161622,64,12103465,12103465,0,M4RawV1.5_multicoil_train.zip,2022061101,T2,01,multicoil_train
multicoil_train/2022061101_T202.h5,860161623,872264914,64,12103228,12103228,0,M4RawV1.5_multicoil_train.zip,2022061101,T2,02,multicoil_train
multicoil_train/2022061101_T203.h5,872264915,884370920,64,12105942,12105942,0,M4RawV1.5_multicoil_train.zip,2022061101,T2,03,multicoil_train
multicoil_train/2022061103_FLAIR01.h5,884370921,896818752,67,12447765,12447765,0,M4RawV1.5_multicoil_train.zip,2022061103,FLAIR,01,multicoil_train
multicoil_train/2022061103_FLAIR02.h5,896818753,909252518,67,12433699,12433699,0,M4RawV1.5_multicoil_train.zip,2022061103,FLAIR,02,multicoil_train
multicoil_train/2022061103_T101.h5,909252519,921719172,64,12466590,12466590,0,M4RawV1.5_multicoil_train.zip,2022061103,T1,01,multicoil_train
multicoil_train/2022061103_T102.h5,921719173,934179243,64,12460007,12460007,0,M4RawV1.5_multicoil_train.zip,2022061103,T1,02,multicoil_train
multicoil_train/2022061103_T103.h5,934179244,946635519,64,12456212,12456212,0,M4RawV1.5_multicoil_train.zip,2022061103,T1,03,multicoil_train
multicoil_train/2022061103_T201.h5,946635520,958695930,64,12060347,12060347,0,M4RawV1.5_multicoil_train.zip,2022061103,T2,01,multicoil_train
multicoil_train/2022061103_T202.h5,958695931,970752664,64,12056670,12056670,0,M4RawV1.5_multicoil_train.zip,2022061103,T2,02,multicoil_train
multicoil_train/2022061103_T203.h5,970752665,982808679,64,12055951,12055951,0,M4RawV1.5_multicoil_train.zip,2022061103,T2,03,multicoil_train
multicoil_train/2022061104_FLAIR01.h5,982808680,995282658,67,12473912,12473912,0,M4RawV1.5_multicoil_train.zip,2022061104,FLAIR,01,multicoil_train
multicoil_train/2022061104_FLAIR02.h5,995282659,1007751594,67,12468869,12468869,0,M4RawV1.5_multicoil_train.zip,2022061104,FLAIR,02,multicoil_train
multicoil_train/2022061104_T101.h5,1007751595,1020248367,64,12496709,12496709,0,M4RawV1.5_multicoil_train.zip,2022061104,T1,01,multicoil_train
multicoil_train/2022061104_T102.h5,1020248368,1032738902,64,12490471,12490471,0,M4RawV1.5_multicoil_train.zip,2022061104,T1,02,multicoil_train
multicoil_train/2022061104_T103.h5,1032738903,1045222309,64,12483343,12483343,0,M4RawV1.5_multicoil_train.zip,2022061104,T1,03,multicoil_train
multicoil_train/2022061104_T201.h5,1045222310,1057461246,64,12238873,12238873,0,M4RawV1.5_multicoil_train.zip,2022061104,T2,01,multicoil_train
multicoil_train/2022061104_T202.h5,1057461247,1069693010,64,12231700,12231700,0,M4RawV1.5_multicoil_train.zip,2022061104,T2,02,multicoil_train
multicoil_train/2022061104_T203.h5,1069693011,1081926928,64,12233854,12233854,0,M4RawV1.5_multicoil_train.zip,2022061104,T2,03,multicoil_train
multicoil_train/2022061105_FLAIR01.h5,1081926929,1094537025,67,12610030,12610030,0,M4RawV1.5_multicoil_train.zip,2022061105,FLAIR,01,multicoil_train
multicoil_train/2022061105_FLAIR02.h5,1094537026,1107144956,67,12607864,12607864,0,M4RawV1.5_multicoil_train.zip,2022061105,FLAIR,02,multicoil_train
multicoil_train/2022061105_T101.h5,1107144957,1119851713,64,12706693,12706693,0,M4RawV1.5_multicoil_train.zip,2022061105,T1,01,multicoil_train
multicoil_train/2022061105_T102.h5,1119851714,1132550722,64,12698945,12698945,0,M4RawV1.5_multicoil_train.zip,2022061105,T1,02,multicoil_train
multicoil_train/2022061105_T103.h5,1132550723,1145239950,64,12689164,12689164,0,M4RawV1.5_multicoil_train.zip,2022061105,T1,03,multicoil_train
multicoil_train/2022061105_T201.h5,1145239951,1157534856,64,12294842,12294842,0,M4RawV1.5_multicoil_train.zip,2022061105,T2,01,multicoil_train
multicoil_train/2022061105_T202.h5,1157534857,1169830155,64,12295235,12295235,0,M4RawV1.5_multicoil_train.zip,2022061105,T2,02,multicoil_train
multicoil_train/2022061105_T203.h5,1169830156,1182122492,64,12292273,12292273,0,M4RawV1.5_multicoil_train.zip,2022061105,T2,03,multicoil_train
multicoil_train/2022061201_FLAIR01.h5,1182122493,1194434338,67,12311779,12311779,0,M4RawV1.5_multicoil_train.zip,2022061201,FLAIR,01,multicoil_train
multicoil_train/2022061201_FLAIR02.h5,1194434339,1206743204,67,12308799,12308799,0,M4RawV1.5_multicoil_train.zip,2022061201,FLAIR,02,multicoil_train
multicoil_train/2022061201_T101.h5,1206743205,1219046778,64,12303510,12303510,0,M4RawV1.5_multicoil_train.zip,2022061201,T1,01,multicoil_train
multicoil_train/2022061201_T102.h5,1219046779,1231355252,64,12308410,12308410,0,M4RawV1.5_multicoil_train.zip,2022061201,T1,02,multicoil_train
multicoil_train/2022061201_T103.h5,1231355253,1243663728,64,12308412,12308412,0,M4RawV1.5_multicoil_train.zip,2022061201,T1,03,multicoil_train
multicoil_train/2022061201_T201.h5,1243663729,1255776457,64,12112665,12112665,0,M4RawV1.5_multicoil_train.zip,2022061201,T2,01,multicoil_train
multicoil_train/2022061201_T202.h5,1255776458,1267884650,64,12108129,12108129,0,M4RawV1.5_multicoil_train.zip,2022061201,T2,02,multicoil_train
multicoil_train/2022061201_T203.h5,1267884651,1280000314,64,12115600,12115600,0,M4RawV1.5_multicoil_train.zip,2022061201,T2,03,multicoil_train
multicoil_train/2022061202_FLAIR01.h5,1280000315,1292462160,67,12461779,12461779,0,M4RawV1.5_multicoil_train.zip,2022061202,FLAIR,01,multicoil_train
multicoil_train/2022061202_FLAIR02.h5,1292462161,1304917537,67,12455310,12455310,0,M4RawV1.5_multicoil_train.zip,2022061202,FLAIR,02,multicoil_train
multicoil_train/2022061202_T101.h5,1304917538,1317474830,64,12557229,12557229,0,M4RawV1.5_multicoil_train.zip,2022061202,T1,01,multicoil_train
multicoil_train/2022061202_T102.h5,1317474831,1330033116,64,12558222,12558222,0,M4RawV1.5_multicoil_train.zip,2022061202,T1,02,multicoil_train
multicoil_train/2022061202_T103.h5,1330033117,1342582974,64,12549794,12549794,0,M4RawV1.5_multicoil_train.zip,2022061202,T1,03,multicoil_train
multicoil_train/2022061202_T201.h5,1342582975,1354692022,64,12108984,12108984,0,M4RawV1.5_multicoil_train.zip,2022061202,T2,01,multicoil_train
multicoil_train/2022061202_T202.h5,1354692023,1366797386,64,12105300,12105300,0,M4RawV1.5_multicoil_train.zip,2022061202,T2,02,multicoil_train
multicoil_train/2022061202_T203.h5,1366797387,1378905024,64,12107574,12107574,0,M4RawV1.5_multicoil_train.zip,2022061202,T2,03,multicoil_train
multicoil_train/2022061205_FLAIR01.h5,1378905025,1391353219,67,12448128,12448128,0,M4RawV1.5_multicoil_train.zip,2022061205,FLAIR,01,multicoil_train
multicoil_train/2022061205_FLAIR02.h5,1391353220,1403795485,67,12442199,12442199,0,M4RawV1.5_multicoil_train.zip,2022061205,FLAIR,02,multicoil_train
multicoil_train/2022061205_T101.h5,1403795486,1416263518,64,12467969,12467969,0,M4RawV1.5_multicoil_train.zip,2022061205,T1,01,multicoil_train
multicoil_train/2022061205_T102.h5,1416263519,1428727969,64,12464387,12464387,0,M4RawV1.5_multicoil_train.zip,2022061205,T1,02,multicoil_train
multicoil_train/2022061205_T103.h5,1428727970,1441192301,64,12464268,12464268,0,M4RawV1.5_multicoil_train.zip,2022061205,T1,03,multicoil_train
multicoil_train/2022061205_T201.h5,1441192302,1453474977,64,12282612,12282612,0,M4RawV1.5_multicoil_train.zip,2022061205,T2,01,multicoil_train
multicoil_train/2022061205_T202.h5,1453474978,1465755025,64,12279984,12279984,0,M4RawV1.5_multicoil_train.zip,2022061205,T2,02,multicoil_train
multicoil_train/2022061205_T203.h5,1465755026,1478029458,64,12274369,12274369,0,M4RawV1.5_multicoil_train.zip,2022061205,T2,03,multicoil_train
multicoil_train/2022061208_FLAIR01.h5,1478029459,1490492264,67,12462739,12462739,0,M4RawV1.5_multicoil_train.zip,2022061208,FLAIR,01,multicoil_train
multicoil_train/2022061208_FLAIR02.h5,1490492265,1502947550,67,12455219,12455219,0,M4RawV1.5_multicoil_train.zip,2022061208,FLAIR,02,multicoil_train
multicoil_train/2022061208_T101.h5,1502947551,1515441053,64,12493439,12493439,0,M4RawV1.5_multicoil_train.zip,2022061208,T1,01,multicoil_train
multicoil_train/2022061208_T102.h5,1515441054,1527933485,64,12492368,12492368,0,M4RawV1.5_multicoil_train.zip,2022061208,T1,02,multicoil_train
multicoil_train/2022061208_T103.h5,1527933486,1540425948,64,12492399,12492399,0,M4RawV1.5_multicoil_train.zip,2022061208,T1,03,multicoil_train
multicoil_train/2022061208_T201.h5,1540425949,1552608384,64,12182372,12182372,0,M4RawV1.5_multicoil_train.zip,2022061208,T2,01,multicoil_train
multicoil_train/2022061208_T202.h5,1552608385,1564795373,64,12186925,12186925,0,M4RawV1.5_multicoil_train.zip,2022061208,T2,02,multicoil_train
multicoil_train/2022061208_T203.h5,1564795374,1576981862,64,12186425,12186425,0,M4RawV1.5_multicoil_train.zip,2022061208,T2,03,multicoil_train
multicoil_train/2022061209_FLAIR01.h5,1576981863,1589360981,67,12379052,12379052,0,M4RawV1.5_multicoil_train.zip,2022061209,FLAIR,01,multicoil_train
multicoil_train/2022061209_FLAIR02.h5,1589360982,1601729035,67,12367987,12367987,0,M4RawV1.5_multicoil_train.zip,2022061209,FLAIR,02,multicoil_train
multicoil_train/2022061209_T101.h5,1601729036,1614121396,64,12392297,12392297,0,M4RawV1.5_multicoil_train.zip,2022061209,T1,01,multicoil_train
multicoil_train/2022061209_T102.h5,1614121397,1626510256,64,12388796,12388796,0,M4RawV1.5_multicoil_train.zip,2022061209,T1,02,multicoil_train
multicoil_train/2022061209_T103.h5,1626510257,1638889948,64,12379628,12379628,0,M4RawV1.5_multicoil_train.zip,2022061209,T1,03,multicoil_train
multicoil_train/2022061209_T201.h5,1638889949,1651020683,64,12130671,12130671,0,M4RawV1.5_multicoil_train.zip,2022061209,T2,01,multicoil_train
multicoil_train/2022061209_T202.h5,1651020684,1663152238,64,12131491,12131491,0,M4RawV1.5_multicoil_train.zip,2022061209,T2,02,multicoil_train
multicoil_train/2022061209_T203.h5,1663152239,1675283006,64,12130704,12130704,0,M4RawV1.5_multicoil_train.zip,2022061209,T2,03,multicoil_train
multicoil_train/2022061210_FLAIR01.h5,1675283007,1687886924,67,12603851,12603851,0,M4RawV1.5_multicoil_train.zip,2022061210,FLAIR,01,multicoil_train
multicoil_train/2022061210_FLAIR02.h5,1687886925,1700485431,67,12598440,12598440,0,M4RawV1.5_multicoil_train.zip,2022061210,FLAIR,02,multicoil_train
multicoil_train/2022061210_T101.h5,1700485432,1713105161,64,12619666,12619666,0,M4RawV1.5_multicoil_train.zip,2022061210,T1,01,multicoil_train
multicoil_train/2022061210_T102.h5,1713105162,1725718974,64,12613749,12613749,0,M4RawV1.5_multicoil_train.zip,2022061210,T1,02,multicoil_train
multicoil_train/2022061210_T103.h5,1725718975,1738334865,64,12615827,12615827,0,M4RawV1.5_multicoil_train.zip,2022061210,T1,03,multicoil_train
multicoil_train/2022061210_T201.h5,1738334866,1750663517,64,12328588,12328588,0,M4RawV1.5_multicoil_train.zip,2022061210,T2,01,multicoil_train
multicoil_train/2022061210_T202.h5,1750663518,1762997998,64,12334417,12334417,0,M4RawV1.5_multicoil_train.zip,2022061210,T2,02,multicoil_train
multicoil_train/2022061210_T203.h5,1762997999,1775328106,64,12330044,12330044,0,M4RawV1.5_multicoil_train.zip,2022061210,T2,03,multicoil_train
multicoil_train/2022061211_FLAIR01.h5,1775328107,1787786794,67,12458621,12458621,0,M4RawV1.5_multicoil_train.zip,2022061211,FLAIR,01,multicoil_train
multicoil_train/2022061211_FLAIR02.h5,1787786795,1800246328,67,12459467,12459467,0,M4RawV1.5_multicoil_train.zip,2022061211,FLAIR,02,multicoil_train
multicoil_train/2022061211_T101.h5,1800246329,1812748370,64,12501978,12501978,0,M4RawV1.5_multicoil_train.zip,2022061211,T1,01,multicoil_train
multicoil_train/2022061211_T102.h5,1812748371,1825257042,64,12508608,12508608,0,M4RawV1.5_multicoil_train.zip,2022061211,T1,02,multicoil_train
multicoil_train/2022061211_T103.h5,1825257043,1837759486,64,12502380,12502380,0,M4RawV1.5_multicoil_train.zip,2022061211,T1,03,multicoil_train
multicoil_train/2022061211_T201.h5,1837759487,1849999320,64,12239770,12239770,0,M4RawV1.5_multicoil_train.zip,2022061211,T2,01,multicoil_train
multicoil_train/2022061211_T202.h5,1849999321,1862246674,64,12247290,12247290,0,M4RawV1.5_multicoil_train.zip,2022061211,T2,02,multicoil_train
multicoil_train/2022061211_T203.h5,1862246675,1874490152,64,12243414,12243414,0,M4RawV1.5_multicoil_train.zip,2022061211,T2,03,multicoil_train
multicoil_train/2022061214_FLAIR01.h5,1874490153,1886917340,67,12427121,12427121,0,M4RawV1.5_multicoil_train.zip,2022061214,FLAIR,01,multicoil_train
multicoil_train/2022061214_FLAIR02.h5,1886917341,1899334298,67,12416891,12416891,0,M4RawV1.5_multicoil_train.zip,2022061214,FLAIR,02,multicoil_train
multicoil_train/2022061214_T101.h5,1899334299,1911757235,64,12422873,12422873,0,M4RawV1.5_multicoil_train.zip,2022061214,T1,01,multicoil_train
multicoil_train/2022061214_T102.h5,1911757236,1924175754,64,12418455,12418455,0,M4RawV1.5_multicoil_train.zip,2022061214,T1,02,multicoil_train
multicoil_train/2022061214_T103.h5,1924175755,1936590434,64,12414616,12414616,0,M4RawV1.5_multicoil_train.zip,2022061214,T1,03,multicoil_train
multicoil_train/2022061214_T201.h5,1936590435,1948812840,64,12222342,12222342,0,M4RawV1.5_multicoil_train.zip,2022061214,T2,01,multicoil_train
multicoil_train/2022061214_T202.h5,1948812841,1961037136,64,12224232,12224232,0,M4RawV1.5_multicoil_train.zip,2022061214,T2,02,multicoil_train
multicoil_train/2022061214_T203.h5,1961037137,1973259065,64,12221865,12221865,0,M4RawV1.5_multicoil_train.zip,2022061214,T2,03,multicoil_train
multicoil_train/2022061215_FLAIR01.h5,1973259066,1985778162,67,12519030,12519030,0,M4RawV1.5_multicoil_train.zip,2022061215,FLAIR,01,multicoil_train
multicoil_train/2022061215_FLAIR02.h5,1985778163,1998297039,67,12518810,12518810,0,M4RawV1.5_multicoil_train.zip,2022061215,FLAIR,02,multicoil_train
multicoil_train/2022061215_T101.h5,1998297040,2010882319,64,12585216,12585216,0,M4RawV1.5_multicoil_train.zip,2022061215,T1,01,multicoil_train
multicoil_train/2022061215_T102.h5,2010882320,2023469140,64,12586757,12586757,0,M4RawV1.5_multicoil_train.zip,2022061215,T1,02,multicoil_train
multicoil_train/2022061215_T103.h5,2023469141,2036047098,64,12577894,12577894,0,M4RawV1.5_multicoil_train.zip,2022061215,T1,03,multicoil_train
multicoil_train/2022061215_T201.h5,2036047099,2048366076,64,12318914,12318914,0,M4RawV1.5_multicoil_train.zip,2022061215,T2,01,multicoil_train
multicoil_train/2022061215_T202.h5,2048366077,2060687328,64,12321188,12321188,0,M4RawV1.5_multicoil_train.zip,2022061215,T2,02,multicoil_train
multicoil_train/2022061215_T203.h5,2060687329,2073007865,64,12320473,12320473,0,M4RawV1.5_multicoil_train.zip,2022061215,T2,03,multicoil_train
multicoil_train/2022061217_FLAIR01.h5,2073007866,2085630065,67,12622133,12622133,0,M4RawV1.5_multicoil_train.zip,2022061217,FLAIR,01,multicoil_train
multicoil_train/2022061217_FLAIR02.h5,2085630066,2098243315,67,12613183,12613183,0,M4RawV1.5_multicoil_train.zip,2022061217,FLAIR,02,multicoil_train
multicoil_train/2022061217_T101.h5,2098243316,2110847164,64,12603785,12603785,0,M4RawV1.5_multicoil_train.zip,2022061217,T1,01,multicoil_train
multicoil_train/2022061217_T102.h5,2110847165,2123445903,64,12598675,12598675,0,M4RawV1.5_multicoil_train.zip,2022061217,T1,02,multicoil_train
multicoil_train/2022061217_T103.h5,2123445904,2136049208,64,12603241,12603241,0,M4RawV1.5_multicoil_train.zip,2022061217,T1,03,multicoil_train
multicoil_train/2022061217_T201.h5,2136049209,2148478081,64,12428809,12428809,0,M4RawV1.5_multicoil_train.zip,2022061217,T2,01,multicoil_train
multicoil_train/2022061217_T202.h5,2148478082,2160907282,64,12429137,12429137,0,M4RawV1.5_multicoil_train.zip,2022061217,T2,02,multicoil_train
multicoil_train/2022061217_T203.h5,2160907283,2173337793,64,12430447,12430447,0,M4RawV1.5_multicoil_train.zip,2022061217,T2,03,multicoil_train
multicoil_train/2022061303_FLAIR01.h5,2173337794,2185817668,67,12479808,12479808,0,M4RawV1.5_multicoil_train.zip,2022061303,FLAIR,01,multicoil_train
multicoil_train/2022061303_FLAIR02.h5,2185817669,2198293137,67,12475402,12475402,0,M4RawV1.5_multicoil_train.zip,2022061303,FLAIR,02,multicoil_train
multicoil_train/2022061303_T101.h5,2198293138,2210860699,64,12567498,12567498,0,M4RawV1.5_multicoil_train.zip,2022061303,T1,01,multicoil_train
multicoil_train/2022061303_T102.h5,2210860700,2223424954,64,12564191,12564191,0,M4RawV1.5_multicoil_train.zip,2022061303,T1,02,multicoil_train
