path,start_frag,start_off,end_frag,end_off,lfh_size,compressed_size,uncompressed_size,compression,archive,sampling,coil_type,modality,dataset_set,subject,matfile,hardware_coils,field_strength,fov_x,fov_y,nx,ny,nz,nt,tr_ms,te_ms,flip_angle
MultiCoil/Cine/TrainingSet/FullSample/P019/cine_lax.mat,5,1488199489,5,1690402910,162,202203260,202387181,8,training,full,multi,Cine,TrainingSet,P019,cine_lax.mat,30,2.89362,340,309.642857143,224,204,3,16,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P019/cine_sax.mat,5,1690402911,5,2285304440,162,594901368,595500175,8,training,full,multi,Cine,TrainingSet,P019,cine_sax.mat,30,2.89362,344,344,256,246,11,15,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P019/cine_lvot.mat,5,2285304441,5,2347924777,163,62620174,62691594,8,training,full,multi,Cine,TrainingSet,P019,cine_lvot.mat,34,2.89362,340,304.038461538,208,168,1,19,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P020/cine_lax.mat,5,2347924928,5,2550271124,162,202346035,202530925,8,training,full,multi,Cine,TrainingSet,P020,cine_lax.mat,30,2.89362,340,336.964285714,224,204,3,22,43.56,1.55,48
MultiCoil/Cine/TrainingSet/FullSample/P020/cine_sax.mat,5,2550271125,5,3453150038,162,902878752,903718943,8,training,full,multi,Cine,TrainingSet,P020,cine_sax.mat,30,2.89362,344,279.5,256,204,12,19,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P020/cine_lvot.mat,5,3453150039,5,3515830501,163,62680300,62751581,8,training,full,multi,Cine,TrainingSet,P020,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,23,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P021/cine_lax.mat,5,3515830652,5,3718533417,162,202702604,202886754,8,training,full,multi,Cine,TrainingSet,P021,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,27,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P021/cine_sax.mat,5,3718533418,6,266199453,162,842633170,843465573,8,training,full,multi,Cine,TrainingSet,P021,cine_sax.mat,30,2.89362,344,344,256,246,11,25,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P021/cine_lvot.mat,6,266199454,6,328786694,163,62587078,62658404,8,training,full,multi,Cine,TrainingSet,P021,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P022/cine_lax.mat,6,328786845,6,575208446,162,246421440,246667476,8,training,full,multi,Cine,TrainingSet,P022,cine_lax.mat,30,2.89362,340,255,224,168,3,15,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P022/cine_sax.mat,6,575208447,6,1703420893,162,1128212285,1129331075,8,training,full,multi,Cine,TrainingSet,P022,cine_sax.mat,30,2.89362,344,344,256,246,9,15,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P022/cine_lvot.mat,6,1703420894,6,1766083396,163,62662340,62733558,8,training,full,multi,Cine,TrainingSet,P022,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,20,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P023/cine_lax.mat,6,1766083547,6,1968451338,162,202367630,202552573,8,training,full,multi,Cine,TrainingSet,P023,cine_lax.mat,30,2.89362,340,282.321428571,224,168,3,31,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P023/cine_sax.mat,6,1968451339,6,2903300040,162,934848540,935782056,8,training,full,multi,Cine,TrainingSet,P023,cine_sax.mat,30,2.89362,344,344,256,246,11,29,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P023/cine_lvot.mat,6,2903300041,6,2965934128,163,62633925,62705300,8,training,full,multi,Cine,TrainingSet,P023,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,35,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P024/cine_lax.mat,6,2965934279,6,3212162112,162,246227672,246473660,8,training,full,multi,Cine,TrainingSet,P024,cine_lax.mat,30,2.89362,340,291.428571429,224,168,3,23,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P024/cine_sax.mat,6,3212162113,7,44650428,162,1127455450,1128578741,8,training,full,multi,Cine,TrainingSet,P024,cine_sax.mat,30,2.89362,344,344,256,246,10,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P024/cine_lvot.mat,7,44650429,7,107289694,163,62639103,62710297,8,training,full,multi,Cine,TrainingSet,P024,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,25,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P025/cine_lax.mat,7,107289845,7,353256224,162,245966218,246212988,8,training,full,multi,Cine,TrainingSet,P025,cine_lax.mat,30,2.89362,340,282.321428571,224,168,3,19,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P025/cine_sax.mat,7,353256225,7,1480309427,162,1127053041,1128175283,8,training,full,multi,Cine,TrainingSet,P025,cine_sax.mat,30,2.89362,344,322.5,256,204,10,18,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P025/cine_lvot.mat,7,1480309428,7,1542992083,163,62682493,62754125,8,training,full,multi,Cine,TrainingSet,P025,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,20,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P026/cine_lax.mat,7,1542992234,7,1745497830,162,202505435,202690409,8,training,full,multi,Cine,TrainingSet,P026,cine_lax.mat,30,2.89362,340,318.75,224,204,3,22,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P026/cine_sax.mat,7,1745497831,7,2873088741,162,1127590749,1128711647,8,training,full,multi,Cine,TrainingSet,P026,cine_sax.mat,30,2.89362,344,247.25,256,162,10,20,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P026/cine_lvot.mat,7,2873088742,7,2935710668,163,62621764,62693275,8,training,full,multi,Cine,TrainingSet,P026,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,24,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P027/cine_lax.mat,7,2935710819,7,3181888818,162,246177838,246424576,8,training,full,multi,Cine,TrainingSet,P027,cine_lax.mat,30,2.89362,340,255,224,168,3,20,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P027/cine_sax.mat,7,3181888819,8,127017373,162,1240095689,1241197818,8,training,full,multi,Cine,TrainingSet,P027,cine_sax.mat,30,2.89362,344,344,256,246,8,18,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P027/cine_lvot.mat,8,127017374,8,189670766,163,62653230,62724594,8,training,full,multi,Cine,TrainingSet,P027,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,23,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P028/cine_lax.mat,8,189670917,8,435594158,162,245923080,246168736,8,training,full,multi,Cine,TrainingSet,P028,cine_lax.mat,30,2.89362,340,282.321428571,224,168,3,25,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P028/cine_sax.mat,8,435594159,8,1562899707,162,1127305387,1128427971,8,training,full,multi,Cine,TrainingSet,P028,cine_sax.mat,30,2.89362,344,344,256,246,9,25,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P028/cine_lvot.mat,8,1562899708,8,1625515789,163,62615919,62687377,8,training,full,multi,Cine,TrainingSet,P028,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,27,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P029/cine_lax.mat,8,1625515940,8,1871557691,162,246041590,246287336,8,training,full,multi,Cine,TrainingSet,P029,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,25,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P029/cine_sax.mat,8,1871557692,8,2886838376,162,1015280523,1016271465,8,training,full,multi,Cine,TrainingSet,P029,cine_sax.mat,30,2.89362,344,322.5,256,204,9,23,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P029/cine_lvot.mat,8,2886838377,8,2949465879,163,62627340,62698523,8,training,full,multi,Cine,TrainingSet,P029,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,28,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P030/cine_lax.mat,8,2949466030,8,3195494129,162,246027938,246274685,8,training,full,multi,Cine,TrainingSet,P030,cine_lax.mat,30,2.89362,340,282.321428571,224,168,3,25,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P030/cine_sax.mat,8,3195494130,9,140260607,162,1239733612,1240835984,8,training,full,multi,Cine,TrainingSet,P030,cine_sax.mat,30,2.89362,344,247.25,256,162,9,28,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P030/cine_lvot.mat,9,140260608,9,202941735,163,62680965,62752334,8,training,full,multi,Cine,TrainingSet,P030,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,30,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P031/cine_lax.mat,9,202941886,9,449345436,162,246403389,246649325,8,training,full,multi,Cine,TrainingSet,P031,cine_lax.mat,30,2.89362,342,338.946428571,224,204,3,21,43.44,1.54,48
MultiCoil/Cine/TrainingSet/FullSample/P031/cine_sax.mat,9,449345437,9,1576790818,162,1127445220,1128567348,8,training,full,multi,Cine,TrainingSet,P031,cine_sax.mat,30,2.89362,371,371,256,246,10,20,46.9,1.47,44
MultiCoil/Cine/TrainingSet/FullSample/P031/cine_lvot.mat,9,1576790819,9,1639336590,163,62545609,62617344,8,training,full,multi,Cine,TrainingSet,P031,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,24,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P032/cine_lax.mat,9,1639336741,9,1885638348,162,246301446,246546924,8,training,full,multi,Cine,TrainingSet,P032,cine_lax.mat,30,2.89362,340,309.642857143,224,204,3,26,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P032/cine_sax.mat,9,1885638349,9,3126188852,162,1240550342,1241654165,8,training,full,multi,Cine,TrainingSet,P032,cine_sax.mat,30,2.89362,344,290.25,256,204,9,24,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P032/cine_lvot.mat,9,3126188853,9,3188785384,163,62596369,62667753,8,training,full,multi,Cine,TrainingSet,P032,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,30,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P033/cine_lax.mat,9,3188785535,9,3435017400,162,246231704,246477891,8,training,full,multi,Cine,TrainingSet,P033,cine_lax.mat,30,2.89362,340,291.428571429,224,168,3,21,43.32,1.53,48
MultiCoil/Cine/TrainingSet/FullSample/P033/cine_sax.mat,9,3435017401,9,4177482186,162,742464624,743206095,8,training,full,multi,Cine,TrainingSet,P033,cine_sax.mat,30,2.89362,344,333.25,256,246,8,21,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P033/cine_lvot.mat,9,4177482187,9,4240086307,163,62603958,62675558,8,training,full,multi,Cine,TrainingSet,P033,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,22,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P034/cine_lax.mat,9,4240086458,10,191089757,162,245970434,246215598,8,training,full,multi,Cine,TrainingSet,P034,cine_lax.mat,30,2.89362,340,300.535714286,224,204,3,25,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P034/cine_sax.mat,10,191089758,10,1093673699,162,902583780,903427031,8,training,full,multi,Cine,TrainingSet,P034,cine_sax.mat,30,2.89362,344,344,256,246,10,24,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P034/cine_lvot.mat,10,1093673700,10,1156249162,163,62575300,62646747,8,training,full,multi,Cine,TrainingSet,P034,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,30,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P035/cine_lax.mat,10,1156249313,10,1358674823,162,202425349,202609695,8,training,full,multi,Cine,TrainingSet,P035,cine_lax.mat,30,2.89362,340,309.642857143,224,204,3,25,43.8,1.57,48
MultiCoil/Cine/TrainingSet/FullSample/P035/cine_sax.mat,10,1358674824,10,2293719565,162,935044580,935976857,8,training,full,multi,Cine,TrainingSet,P035,cine_sax.mat,30,2.89362,344,344,256,246,2,24,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P035/cine_lvot.mat,10,2293719566,10,2356396676,163,62676948,62748300,8,training,full,multi,Cine,TrainingSet,P035,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,27,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P036/cine_lax.mat,10,2356396827,10,2558611380,162,202214392,202399391,8,training,full,multi,Cine,TrainingSet,P036,cine_lax.mat,30,2.89362,340,273.214285714,224,168,3,24,43.56,1.55,48
MultiCoil/Cine/TrainingSet/FullSample/P036/cine_sax.mat,10,2558611381,10,3573895692,162,1015284150,1016275622,8,training,full,multi,Cine,TrainingSet,P036,cine_sax.mat,30,2.89362,344,344,256,246,9,23,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P036/cine_lvot.mat,10,3573895693,10,3636501218,163,62605363,62676801,8,training,full,multi,Cine,TrainingSet,P036,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,28,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P037/cine_lax.mat,10,3636501369,10,3838742604,162,202241074,202426137,8,training,full,multi,Cine,TrainingSet,P037,cine_lax.mat,30,2.89362,340,336.964285714,224,204,3,20,43.56,1.55,48
MultiCoil/Cine/TrainingSet/FullSample/P037/cine_sax.mat,10,3838742605,11,212523579,162,668748109,669416138,8,training,full,multi,Cine,TrainingSet,P037,cine_sax.mat,30,2.89362,344,344,256,246,11,18,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P037/cine_lvot.mat,11,212523580,11,275100975,163,62577233,62648552,8,training,full,multi,Cine,TrainingSet,P037,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,23,39.24,1.43,46
MultiCoil/Cine/TrainingSet/FullSample/P038/cine_lax.mat,11,275101126,11,477694413,162,202593126,202778014,8,training,full,multi,Cine,TrainingSet,P038,cine_lax.mat,30,2.89362,340,273.214285714,224,168,3,24,43.56,1.55,48
MultiCoil/Cine/TrainingSet/FullSample/P038/cine_sax.mat,11,477694414,11,1294576116,162,816881541,817610376,8,training,full,multi,Cine,TrainingSet,P038,cine_sax.mat,30,2.89362,344,344,256,246,9,22,47.88,1.5,44
MultiCoil/Cine/TrainingSet/FullSample/P038/cine_lvot.mat,11,1294576117,11,1357239482,163,62663203,62734870,8,training,full,multi,Cine,TrainingSet,P038,cine_lvot.mat,30,2.89362,340,304.038461538,208,168,1,26,39.24,1.43,46
